STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS,YEAR
Texas,481673.0,2.0,1.0,01,4,July,3:00am-3:59am,4,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Kenworth,881.0,Kenworth Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012.0,1XKAD49X9CJ3,1,X,K,A,D,4,9,X,9,C,J,3,One Trailing Unit,US DOT,1506356,571506356,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481700.0,3.0,2.0,None,9,July,9:00pm-9:59pm,7,Motor Vehicle In-Transport,Angle,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,461.0,Ford E-Series Van/Econoline,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",2011.0,1FTSS3EL6BDB,1,F,T,S,S,3,E,L,6,B,D,B,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481700.0,4.0,2.0,None,9,July,9:00pm-9:59pm,7,Motor Vehicle In-Transport,Angle,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Freightliner,461.0,Freightliner Sprinter/Advantage,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",2015.0,WDYPF4CC3FP1,W,D,Y,P,F,4,C,C,3,F,P,1,No Trailing Units,None,None,None,"10,000 lbs. or less","Bus/Large Van (seats for 9-15 occupants, including driver)",Bus,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Front Side,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481746.0,2.0,1.0,None,9,July,6:00pm-6:59pm,31,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Peterbilt,884.0,Peterbilt Medium/Heavy - Unknown engine location,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012.0,1XPXP4TX3CD1,1,X,P,X,P,4,T,X,3,C,D,1,Two Trailing Units,US DOT,708209,57708209,"26,001 lbs. or more",Truck Tractor/Double,Flatbed,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481746.0,3.0,1.0,None,9,July,6:00pm-6:59pm,31,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,Light Pickup,2005.0,1FTRF12W75NA,1,F,T,R,F,1,2,W,7,5,N,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481752.0,2.0,1.0,None,10,July,3:00am-3:59am,0,"Post, Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado",Light Pickup,2013.0,1GCNCPEX0DZ3,1,G,C,N,C,P,E,X,0,D,Z,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,3 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481752.0,3.0,1.0,None,10,July,3:00am-3:59am,0,"Post, Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado",Light Pickup,2013.0,1GCNCPEX7DZ3,1,G,C,N,C,P,E,X,7,D,Z,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,3 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481752.0,4.0,1.0,None,10,July,3:00am-3:59am,0,"Post, Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,Light Pickup,2011.0,1FTMF1CM2BKD,1,F,T,M,F,1,C,M,2,B,K,D,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,3 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481752.0,5.0,1.0,None,10,July,3:00am-3:59am,0,"Post, Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,GMC,481.0,"GMC C, K, R, V-series pickup/     Sierra",Light Pickup,2008.0,1GTEC14X28Z1,1,G,T,E,C,1,4,X,2,8,Z,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,3 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481762.0,2.0,1.0,01,12,July,10:00am-10:59am,15,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Mack,881.0,Mack Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2018.0,1M2AX13C4JM0,1,M,2,A,X,1,3,C,4,J,M,0,No Trailing Units,US DOT,197250,57197250,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Garbage/Refuse,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481822.0,2.0,1.0,None,16,July,2:00pm-2:59pm,12,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Minnesota,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,442.0,Dodge Caravan/Grand Caravan,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2014.0,2C4RDGCG2ER2,2,C,4,R,D,G,C,G,2,E,R,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481887.0,2.0,1.0,04,26,July,1:00am-1:59am,5,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,24.0,Dodge Charger,"4-door sedan, hardtop",2006.0,2B3KA53H16H5,2,B,3,K,A,5,3,H,1,6,H,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,1.0,2018
Texas,481941.0,2.0,1.0,01,29,July,1:00am-1:59am,49,Pedalcyclist,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,402.0,Ford Escape,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016.0,1FMCU0G71GUC,1,F,M,C,U,0,G,7,1,G,U,C,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481956.0,2.0,1.0,None,18,February,4:00pm-4:59pm,2,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Toyota,32.0,Toyota Corolla,"4-door sedan, hardtop",1999.0,1NXBR12E1XZ3,1,N,X,B,R,1,2,E,1,X,Z,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Right-Back Side,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,481994.0,3.0,2.0,None,9,August,10:00pm-10:59pm,38,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,Light Pickup,2013.0,3C6JR6AT7DG5,3,C,6,J,R,6,A,T,7,D,G,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Right,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482009.0,2.0,1.0,None,17,August,0:00am-0:59am,27,Fence,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Honda,32.0,Honda Accord,"4-door sedan, hardtop",1994.0,1HGCD5635RA1,1,H,G,C,D,5,6,3,5,R,A,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482009.0,3.0,1.0,None,17,August,0:00am-0:59am,27,Fence,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,422.0,Ford Expedition,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2004.0,1FMPU17L94LB,1,F,M,P,U,1,7,L,9,4,L,B,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482009.0,4.0,1.0,None,17,August,0:00am-0:59am,27,Fence,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Honda,421.0,Honda Pilot,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2004.0,2HKYF18574H5,2,H,K,Y,F,1,8,5,7,4,H,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,No Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482086.0,2.0,1.0,01,6,August,4:00pm-4:59pm,56,Working Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,"Working Motor Vehicle (highway construction, maintenance, utility only)",No,Texas,Vehicle Registered as Business/Company/Government Vehicle,International Harvester/Navistar,881.0,International Harvester/Navistar Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2006.0,1HTMMAAN56H1,1,H,T,M,M,A,A,N,5,6,H,1,No Trailing Units,US DOT,2300689,572300689,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Flatbed,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482094.0,2.0,1.0,01,5,August,6:00am-6:59am,32,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Tennessee,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Freightliner,881.0,Freightliner Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2016.0,1FUJGLD59GLG,1,F,U,J,G,L,D,5,9,G,L,G,One Trailing Unit,US DOT,96606,5796606,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Functional Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,2.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,28.0,Dodge Challenger (2008 on; for 1970-74 see model 005),"2-door sedan,hardtop,coupe",2013.0,2C3CDYAG5DH5,2,C,3,C,D,Y,A,G,5,D,H,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,3.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Jeep / Kaiser-Jeep / Willys- Jeep,404.0,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2011.0,1J4RS4GG8BC5,1,J,4,R,S,4,G,G,8,B,C,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,4.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Lincoln,14.0,Lincoln MKX,Station Wagon (excluding van and truck based),2011.0,2LMDJ6JK5BBJ,2,L,M,D,J,6,J,K,5,B,B,J,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,5.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Mercedes-Benz,401.0,Mercedes-Benz M/ML Class,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2011.0,4JGBB8GB7BA6,4,J,G,B,B,8,G,B,7,B,A,6,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,6.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,Light Pickup,2012.0,3C6JD6DP1CG2,3,C,6,J,D,6,D,P,1,C,G,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,7.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Porsche,421.0,Porsche Cayenne,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2006.0,WP1AB29P26LA,W,P,1,A,B,2,9,P,2,6,L,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,8.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,28.0,Chevrolet Sonic,5-door/4-door hatchback,2015.0,1G1JH6SB7F41,1,G,1,J,H,6,S,B,7,F,4,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,9.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,BMW,401.0,"BMW X5 (For 2000-16.  For 2017 on, see model 421).","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2011.0,5UXZW0C53BL3,5,U,X,Z,W,0,C,5,3,B,L,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482124.0,10.0,1.0,None,1,August,11:00pm-11:59pm,51,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,401.0,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2013.0,1FM5K7B88DGA,1,F,M,5,K,7,B,8,8,D,G,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482177.0,2.0,1.0,None,5,August,11:00pm-11:59pm,15,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Mack,881.0,Mack Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2010.0,1M1AN09Y8AN0,1,M,1,A,N,0,9,Y,8,A,N,0,One Trailing Unit,US DOT,02518002,5702518002,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482180.0,5.0,5.0,None,6,September,11:00am-11:59am,3,Motor Vehicle In-Transport,Front-to-Rear,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Mazda,45.0,Mazda Miata/MX-5,"Convertible(excludes sun-roof,t-bar)",2008.0,JM1NC25F3801,J,M,1,N,C,2,5,F,3,8,0,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482180.0,6.0,5.0,None,6,September,11:00am-11:59am,3,Motor Vehicle In-Transport,Front-to-Rear,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,421.0,Chevrolet Fullsize Blazer/Tahoe,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2003.0,1GNEC13Z73R1,1,G,N,E,C,1,3,Z,7,3,R,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482180.0,8.0,5.0,None,6,September,11:00am-11:59am,3,Motor Vehicle In-Transport,Front-to-Rear,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Lexus,35.0,Lexus IS-250/300/350/500/200t,"4-door sedan, hardtop",2016.0,JTHBA1D20G50,J,T,H,B,A,1,D,2,0,G,5,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
Texas,482200.0,2.0,1.0,01,2,September,2:00am-2:59am,16,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Illinois,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Kenworth,881.0,Kenworth Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2009.0,1XKAD49X19J2,1,X,K,A,D,4,9,X,1,9,J,2,One Trailing Unit,US DOT,01947438,5701947438,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Unknown Cargo Body Type,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,No Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2018
